NAME, JOB, SALARY, LOCALTION, EDUCATION, EXP, DISCRIPTION
北京北信源软件股份有限公司西安分公司, C++ 中级工程师, 7-10万, 西安, 本科及以上, 2年工作经验, 职位描述： 模块代码编写和维护、单元测试、技术文档编写。 任职要求： 1. 计算机类相关专业本科或以上学历，1-3年工作经验； 2. 精通C/C++，熟练掌握数据结构和算法、熟悉STL，掌握OOA与OOD基本方法； 3. 熟悉软件工程原理，具有软件质量意识； 4. 熟练使用linux系统命令，熟悉Linux系统平台软件开发，具备Linux平台下C/C++/Python程序开发经验； 5. 熟悉TCP/IP网络编程，熟悉多线程开发； 6. 熟悉SQL Server、MySQL、Oracle数据库开发； 7. 具有较强的事业心、责任感以及良好的沟通表达能力和团队协作精神。
北京北信源软件股份有限公司西安分公司, C++ 高级工程师, 面议, 西安, 本科及以上, 4年工作经验, 职位描述： 1. 根据任务需求，负责系统架构设计，组织团队完成模块设计和系统集成； 2. 模块代码编写和维护、单元测试、技术文档编写； 3. 团队成员技术培训。 任职要求： 1. 计算机类相关专业本科或以上学历，4年以上工作经验，主持2个以上项目的设计和开发； 2. 精通C/C++，熟练掌握数据结构和算法、熟悉STL，掌握OOA与OOD基本方法； 3. 熟悉软件工程原理，具有软件质量意识； 4. 熟悉windows平台软件开发，了解windows核心编程，具备MFC或QT开发经验，具备服务程序开发经验； 5. 熟练使用linux系统命令，熟悉Linux系统平台软件开发，具备Linux平台下C/C++/Python程序开发经验； 6. 熟悉TCP/IP网络编程，熟悉多线程开发； 7. 熟悉SQL Server、MySQL、Oracle数据库开发； 8. 具有较强的事业心、责任感以及良好的沟通表达能力和团队协作精神。
神州绿盟信息, 插件开发研究员（西安）, 12-18万, 西安-高新区, 本科及以上, 2年工作经验, 职位工作内容简要综述：系统扫描插件研究员  岗位职责： 1. 系统扫描插件开发工作； 2. 漏洞利用或攻击手法对应的扫描插件开发和协助测试； 3. 插件相关的反馈处理工作。  岗位要求： 1. 本科及以上学历，2年及以上网络安全相关工作经验； 2. 有在Linux/Unix环境下的工作能力； 3. 规范、严谨的C代码编写及调试能力； 4. Python/Perl等脚本的编写能力； 5. TCP/IP及主要应用层协议的理解和分析能力； 6. 漏洞利用的理解和分析能力；
神州绿盟信息, 云平台研发工程师（西安）, 13-20万, 西安-高新区, 本科及以上, 2年工作经验, 主要职责： 1.参与公司安全云数据平台的研发工作； 2.负责安全可视化呈现，为海量大数据寻求最佳的展现形式； 3.参与研发过程中的需求分析、架构设计、数据挖掘； 4.快速响应业务需求； 5.对业界领先的安全分析技术进行研究，并且能够应用在实际项目中；  任职要求： 1.2年以上相关工作经验； 2.熟悉python，熟悉django（或其他python web开发框架）；如果熟悉php/java的web开发亦可； 3.了解MVC开发模式； 4.对javascript有一定了解和使用； 5.具备团队合作精神，积极的工作态度和较强的责任心，良好的沟通和学习能力。  除了这些要求，如果你具备以下条件更优： 1.熟悉nginx、redis、mongoDB、mysql等开源软件； 2.熟悉一种js的框架，比如jQuery、AngularJS等。
神州绿盟信息, Web开发工程师（西安）, 7-12万, 西安, 本科及以上, 2年工作经验, 主要职责： 1. 主要负责产品WEB应用层的设计与实现； 2. 必要时参与产品技术预研、产品化、维护、线上产品运维。  任职要求： 1. 五年以上研发经验； 2. 了解HTML； 3. 了解MVC开发模式，了解任意一个Web开发框架； 4. 了解PHP/Python二者之一； 5. 了解SQL语言； 6. 了解Linux基本命令  有满足下列任意一条者优先考虑： 1. 有Web安全研发经验者； 2. 擅长XTHML/DOM/Javacript/CSS者、擅长处理浏览器兼容性问题者； 3. 有互联网、移动互联网从业经验者； 4. 有复杂查询语句的调优经验、数据库调优经验者； 5. 擅长Linux环境下的Python语言编程、对Django框架熟悉者； 6. 擅长构建应用层框架、对大规模代码编程有深刻理解者。
神州绿盟信息, 工控安全研究员（西安）, 11-14万, 西安-高新区, 统招本科, 2年工作经验, 职位工作内容简要综述： 1、研究工业控制系统安全相关课题； 2、承担工控安全产品技术支撑； 3、承担工控安全新产品技术预研。  岗位职责： 1、跟踪国内外工控系统安全事件； 2、研究前沿工控系统安全技术，分享研究成果； 3、通过逆向分析工控系统安全问题； 4、分析常见的工控通讯协议； 5、参与工控类新产品的预研，以及开发过程中的技术支撑。  任职要求： 1、工控软件开发与调试； 2、工控协议分析； 3、汇编语言，优先考虑工控系统汇编语言； 4、熟悉基础漏洞产生原因与利用原理； 5、linux系统的基础操作； 6、Python语言。
神州绿盟信息, 资深软件研发工程师（西安）, 10-12万, 西安-高新区, 学历不限, 3年工作经验, 主要职责： 1、漏洞扫描类及相关产品的研发； 2、负责漏洞扫描系统的模块(后端)设计和开发工； 3、负责安全产品性能调优和维护；  任职要求： 1、教育程度：大学本科及以上学历. 不限专业； 2、比较强的C/C++/python编程/数据结构/软件工程基础，理解OO思想（面向对象、设计模式、STL使用等技术）； 3、至少3年Linux/Unix开发经验，有实际的开发实践经验，熟悉Linux/Unix Posix编程环境和调试环境，有网络设备或网络应用的开发及维护经验； 4、对网络协议有一定的理解，熟悉Unix下的网络编程，深入理解TCP/IP及主要应用层协议； 5、对系统扫描或是web扫描技术熟悉者优先，或有其他安全产品开发经验者优先； 6、具备团队合作精神，积极的工作态度和较强的责任心，良好的沟通和学习能力，有研发团队管理经验优先；
神州绿盟信息, 测试工程师（西安）, 10-12万, 西安-高新区, 统招本科, 2年工作经验, 岗位职责： 1. 根据软件需求，编写测试方案、计划和测试用例文档 2. 跟进缺陷的修改，编写测试分析报告 3. 协助定位和处理反馈 4. 自动化脚本编写和测试 5. 性能、可靠性等专项测试的设计和执行 6. 跟踪项目测试进度，及时识别项目质量风险，并驱动风险及问题的解决，保证产品按期保质交付 岗位要求： 1. 5年以上软件测试工作经验 2. 熟悉软件工程，软件测试流程和规范 2. 熟悉常用的测试方法，以及各种测试工具；可根据特性需求及特点灵活运用 4. 熟悉网络知识，可以按照需求搭建所需网络环境 5. 熟悉linux、数据库相关的知识 6. 至少掌握一门shell/python脚本语言，有自动化测试经验 7. 工作认真细致、具有良好的职业素养及团队合作意识，推动意识及结果导向意识
神州绿盟信息, 全栈研发工程师, 10-12万, 西安-雁塔区, 统招本科, 2年工作经验, 职责描述： 主要职责： 1）参与产品中的开发设计工作； 2）负责产品前、后开发； 3）实现代码需要能够在大数据量、高并发的场景下有优异的性能和稳定性表现； 4）能快速满足不断变化的业务提出的需求； 5）对业界领先的技术和平台进行研究、测试，并且能够应用在实际环境中。  任职要求： 1）2年以上相关工作经验； 2）熟练掌握unix/linux下的开发调试；熟练掌握c、c++、python 其中的一种语言；熟悉django框架； 3）了解MVC开发模式；熟悉web前端开发、精通HTML/CSS/JavaScript等技术；对jQuery AngularJS有一定了解和使用； 4）具备团队合作精神，积极的工作态度和较强的责任心，良好的沟通和学习能力。  如果具备以下条件优先考虑： 1）有互联网从业背景，有大数据处理、机器学习、大数据存储相关的经验，熟悉常用的nosql数据库 2）有分布式计算、分布式存储平台相关开发经验等； 3）熟悉nginx、Redis、MongoDB、MySQL等开源软件； 4）有过大规模性能调优经验； 5）了解常见WEB攻击手段和防护技术。
神州绿盟信息, web前端工程师（西安）, 7-14万, 西安, 本科及以上, 3年工作经验, 职位说明： 1、 进行云平台的研发工作； 2、 和ui/ue工程师共同设计最炫酷的用户体验； 3、 负责数据可视化方面的工作，为海量数据寻求***的展现形式； 4、 参与研发过程中的需求分析和架构设计； 5、 快速响应不断变化的运营需求。  职位要求： 1、 擅长html/css/javascript； 2、 精通jquery等js框架； 3、 熟悉php、python、java等语言（1门即可）； 4、 3年以上的相关工作经验； 5、 具备团队合作精神，积极的工作态度和较强的责任心，良好的沟通和学习能力。
