name, job, salary, localtion, education, exp, discription
北京北信源软件股份有限公司西安分公司, 运维（DB）工程师, 5-7万, 西安, 统招本科, 2年工作经验, 职位描述： 1. 管理服务器集群,保障服务稳定安全可用 2. 管理和配置软硬件的监控 3. 开发运维平台系统 4. 研究服务架构,实施架构优化。 任职要求： 5. 精通Linux操作系统 6. 熟悉数据库（mysql,oracle） 7. 熟悉互联网架构，有大型架构经验优先 8. 熟悉redis，docker,zookeeper,kafka 9. 熟悉shell,python
西安昭泰文化发展有限公司, 图形图像算法工程师, 18-30万, 西安, 本科及以上, 3年工作经验, 岗位职责： 1,针对实际应用场景,设计图像处理算法 2,配合服务端工程师编写图像处理接口  职位要求 1,计算机/电子信息/数学相关专业，本科及以上学历 2,熟练掌握C/C++/Python至少一种，动手能力强 3,熟悉opencv等常用cv库 4,了解常用深度学习框架(tensorflow/Caffe/PyTorch等) 5,扎实的数理基础，对计算机视觉算法研究有热情 6,积极向上，责任心强，有团队合作精神  满足以下条件之一者，优先考虑： 1,研究能力强，例如在顶级会议或期刊上发表过论文，拥有大量的国外文献阅读能力 2,在CV领域有实际项目经验(产品/竞赛/开源项目) 3.了解TCP/IP原理.
神州绿盟信息, 大数据研发工程师, 12-18万, 西安-雁塔区, 统招本科, 3年工作经验, 主要职责： 1、编写网络爬虫自动采集网络安全相关数据 2、大数据平台的开发、优化和维护工作 3、基于安全大数据进行的数据分析工作  任职要求： 1、本科以上学历，优秀学校毕业背景优先，有安全行业从业经验者优先。 2、熟悉linux上C/C++开发，有相关的项目经验 4、新技术学习能力强，有良好的分析和解决问题的能力， 5、积极向上，良好的团队沟通合作精神  具有以下条件优先考虑： 1、有网络爬虫相关开发经验 2、有python开发经验，熟悉hadoop、spark等开源大数据技术
神州绿盟信息, 资深软件研发工程师（西安）, 10-18万, 西安, 本科及以上, 3年工作经验, 主要职责： 1、网络安全相关产品的研发； 2、负责产品模块(后端)设计和开发工； 3、负责安全产品性能调优和维护；  任职要求： 1、教育程度：大学本科及以上学历, 不限专业； 2、比较强的C/C++/python编程/数据结构/软件工程基础，理解OO思想（面向对象、设计模式、STL使用等技术）； 3、至少3年Linux/Unix开发经验，有实际的开发实践经验，熟悉Linux/Unix Posix编程环境和调试环境，有网络设备或网络应用的开发及维护经验； 4、对网络协议有一定的理解，熟悉Unix下的网络编程，深入理解TCP/IP及主要应用层协议； 5、对系统扫描、web扫描技术、云计算或是大数据开发技术熟悉者优先，或有其他安全产品开发经验者优先； 6、具备团队合作精神，积极的工作态度和较强的责任心，良好的沟通和学习能力，有研发团队管理经验优先；
神州绿盟信息, web前端工程师（西安）, 7-14万, 西安, 本科及以上, 3年工作经验, 职位说明： 1、 进行云平台的研发工作； 2、 和ui/ue工程师共同设计最炫酷的用户体验； 3、 负责数据可视化方面的工作，为海量数据寻求***的展现形式； 4、 参与研发过程中的需求分析和架构设计； 5、 快速响应不断变化的运营需求。  职位要求： 1、 擅长html/css/javascript； 2、 精通jquery等js框架； 3、 熟悉php、python、java等语言（1门即可）； 4、 3年以上的相关工作经验； 5、 具备团队合作精神，积极的工作态度和较强的责任心，良好的沟通和学习能力。
北京北信源软件股份有限公司西安分公司, C++ 中级工程师, 7-10万, 西安, 本科及以上, 2年工作经验, 职位描述： 模块代码编写和维护、单元测试、技术文档编写。 任职要求： 1. 计算机类相关专业本科或以上学历，1-3年工作经验； 2. 精通C/C++，熟练掌握数据结构和算法、熟悉STL，掌握OOA与OOD基本方法； 3. 熟悉软件工程原理，具有软件质量意识； 4. 熟练使用linux系统命令，熟悉Linux系统平台软件开发，具备Linux平台下C/C++/Python程序开发经验； 5. 熟悉TCP/IP网络编程，熟悉多线程开发； 6. 熟悉SQL Server、MySQL、Oracle数据库开发； 7. 具有较强的事业心、责任感以及良好的沟通表达能力和团队协作精神。
北京北信源软件股份有限公司西安分公司, C++ 高级工程师, 面议, 西安, 本科及以上, 4年工作经验, 职位描述： 1. 根据任务需求，负责系统架构设计，组织团队完成模块设计和系统集成； 2. 模块代码编写和维护、单元测试、技术文档编写； 3. 团队成员技术培训。 任职要求： 1. 计算机类相关专业本科或以上学历，4年以上工作经验，主持2个以上项目的设计和开发； 2. 精通C/C++，熟练掌握数据结构和算法、熟悉STL，掌握OOA与OOD基本方法； 3. 熟悉软件工程原理，具有软件质量意识； 4. 熟悉windows平台软件开发，了解windows核心编程，具备MFC或QT开发经验，具备服务程序开发经验； 5. 熟练使用linux系统命令，熟悉Linux系统平台软件开发，具备Linux平台下C/C++/Python程序开发经验； 6. 熟悉TCP/IP网络编程，熟悉多线程开发； 7. 熟悉SQL Server、MySQL、Oracle数据库开发； 8. 具有较强的事业心、责任感以及良好的沟通表达能力和团队协作精神。
神州绿盟信息, 插件开发研究员（西安）, 12-18万, 西安-高新区, 本科及以上, 2年工作经验, 职位工作内容简要综述：系统扫描插件研究员  岗位职责： 1. 系统扫描插件开发工作； 2. 漏洞利用或攻击手法对应的扫描插件开发和协助测试； 3. 插件相关的反馈处理工作。  岗位要求： 1. 本科及以上学历，2年及以上网络安全相关工作经验； 2. 有在Linux/Unix环境下的工作能力； 3. 规范、严谨的C代码编写及调试能力； 4. Python/Perl等脚本的编写能力； 5. TCP/IP及主要应用层协议的理解和分析能力； 6. 漏洞利用的理解和分析能力；
神州绿盟信息, 云平台研发工程师（西安）, 13-20万, 西安-高新区, 本科及以上, 2年工作经验, 主要职责： 1.参与公司安全云数据平台的研发工作； 2.负责安全可视化呈现，为海量大数据寻求最佳的展现形式； 3.参与研发过程中的需求分析、架构设计、数据挖掘； 4.快速响应业务需求； 5.对业界领先的安全分析技术进行研究，并且能够应用在实际项目中；  任职要求： 1.2年以上相关工作经验； 2.熟悉python，熟悉django（或其他python web开发框架）；如果熟悉php/java的web开发亦可； 3.了解MVC开发模式； 4.对javascript有一定了解和使用； 5.具备团队合作精神，积极的工作态度和较强的责任心，良好的沟通和学习能力。  除了这些要求，如果你具备以下条件更优： 1.熟悉nginx、redis、mongoDB、mysql等开源软件； 2.熟悉一种js的框架，比如jQuery、AngularJS等。
神州绿盟信息, 资深软件研发工程师（西安）, 10-12万, 西安-高新区, 学历不限, 3年工作经验, 主要职责： 1、漏洞扫描类及相关产品的研发； 2、负责漏洞扫描系统的模块(后端)设计和开发工； 3、负责安全产品性能调优和维护；  任职要求： 1、教育程度：大学本科及以上学历, 不限专业； 2、比较强的C/C++/python编程/数据结构/软件工程基础，理解OO思想（面向对象、设计模式、STL使用等技术）； 3、至少3年Linux/Unix开发经验，有实际的开发实践经验，熟悉Linux/Unix Posix编程环境和调试环境，有网络设备或网络应用的开发及维护经验； 4、对网络协议有一定的理解，熟悉Unix下的网络编程，深入理解TCP/IP及主要应用层协议； 5、对系统扫描或是web扫描技术熟悉者优先，或有其他安全产品开发经验者优先； 6、具备团队合作精神，积极的工作态度和较强的责任心，良好的沟通和学习能力，有研发团队管理经验优先；
